title,addr1,addr2,full_address,areacode,sigungucode,mapx,mapy,theme,overview,tel,firstimage,contentid
갈모봉 힐링스테이,경상남도 고성군 고성읍 이당5길 149-21,,경상남도 고성군 고성읍 이당5길 149-21,,,128.267758542966,34.9757697553601,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2579457
갈천힐링캠프,강원특별자치도 양양군 구룡령로 1103-41,,강원특별자치도 양양군 구룡령로 1103-41,32,7,128.5049306436,37.9073458372,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/31/2908131_image2_1.JPG,2908152
강원도 태백시 힐링여행 코스,,,,,,129.0466191607,37.1802466229,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1968948
강원도힐링캠핑장,강원특별자치도 원주시 신림면 재사동길 10-38,,강원특별자치도 원주시 신림면 재사동길 10-38,32,9,128.1577984696,37.2457102234,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/98/2733998_image2_1.JPG,2734136
거북이가 앉아있는 좌구산에서의 힐링여행,,,,,,127.5473990477,36.8045441352,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1886535
거창 항노화힐링랜드,경상남도 거창군 가조면 의상봉길 834,,경상남도 거창군 가조면 의상봉길 834,,,128.04090441864636,35.736709673420194,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/53/4008253_image2_1.jpg,2756141
경주힐링캠프,경상북도 경주시 산내면 장사길 418-55,,경상북도 경주시 산내면 장사길 418-55,35,2,129.0410500007,35.8164315488,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/07/2727007_image2_1.jpg,2726694
"고성, 시원하게 통일 ‘막국수’ 힐링 여행",,,,,,128.4370296526,38.4658673023,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2569741
구이 안덕 건강힐링체험마을,전북특별자치도 완주군 구이면 장파길 72,,전북특별자치도 완주군 구이면 장파길 72,,,127.099816433198,35.6955470422064,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/00/3510200_image2_1.jpg,1977631
국민힐링파크,경상북도 경주시 문복로 1280-8,,경상북도 경주시 문복로 1280-8,35,2,129.0618780850,35.7408238073,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2941029
금대 에코힐링 캠핑장,강원특별자치도 원주시 판부면 영원산성길 372,,강원특별자치도 원주시 판부면 영원산성길 372,32,9,128.0183263014,37.2933993402,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/95/2011295_image2_1.jpg,2033279
금오산 에코 힐링숲,경상북도 구미시 금오산로 341 (남통동),,경상북도 구미시 금오산로 341 (남통동),,,128.31624843363,36.1132169389283,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,4039373
기장 앞바다를 보며 힐링,,,,,,129.2308257220,35.2244693193,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1922520
남해 힐링국민여가캠핑장,경상남도 남해군 이동면 성남로 79-14,,경상남도 남해군 이동면 성남로 79-14,,,127.9509474520,34.7780051372,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/03/4078103_image2_1.jpg,2909246
"낯설지만 익숙한, 세종시의 숨겨진 힐링 포인트",,,,,,127.2091880717,36.6720151286,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2402720
내린천솔밭힐링캠핑장,강원특별자치도 인제군 상남면 가산동길 25,,강원특별자치도 인제군 상남면 가산동길 25,,,128.2911135262,37.9103885119,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/28/2762228_image2_1.JPG,2761768
내소힐링캠프,전북특별자치도 부안군 진서면 원암길 49-6,,전북특별자치도 부안군 진서면 원암길 49-6,37,6,126.5827312563,35.6102000587,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/62/2728762_image2_1.jpg,2728571
누나서프(힐링로드),경상북도 포항시 북구 청하면 해안로2308번길 67,,경상북도 포항시 북구 청하면 해안로2308번길 67,35,23,129.3708682666,36.2030273973,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/70/3411070_image2_1.jpg,2770645
뉴힐링캠프,경기도 포천시 이동면 금강로 6135-19,,경기도 포천시 이동면 금강로 6135-19,31,29,127.3888243865,38.0754218864,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/42/2734742_image2_1.JPG,2734033
"늙은 소나무가 들려주는 삶의 지혜, 울진에서 힐링해 보자",,,,,,129.2703869052,36.9916653843,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1948716
달궁힐링야영장,전북특별자치도 남원시 산내면 덕동리 287-3,,전북특별자치도 남원시 산내면 덕동리 287-3,37,4,127.5555488451,35.3519848942,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/29/2750129_image2_1.jpg,2749861
담양힐링파크,전라남도 담양군 봉산면 탄금길 9-26,,전라남도 담양군 봉산면 탄금길 9-26,38,7,126.9609673343,35.2714781967,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/99/2726999_image2_1.jpg,2726659
대덕힐링캠핑장,전라남도 영광군 법성면 대덕길2길 105,,전라남도 영광군 법성면 대덕길2길 105,38,16,126.4505884209,35.3499357301,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/51/2748151_image2_1.jpg,2747474
대파니힐링팜,전북특별자치도 익산시 삼기면 미륵산1길 102,,전북특별자치도 익산시 삼기면 미륵산1길 102,,,127.02169719637061,36.03276428788531,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/45/3026045_image2_1.JPG,3026066
더블힐링펜션,전북특별자치도 부안군 변산면 변산해변로 799-47,더블힐링펜션 4층,전북특별자치도 부안군 변산면 변산해변로 799-47 더블힐링펜션 4층,37,6,126.5161746257,35.6677507252,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/27/2568227_image2_1.jpg,2570435
더스테이힐링파크,경기도 가평군 설악면 한서로268번길 157,,경기도 가평군 설악면 한서로268번길 157,31,1,127.5239158795,37.6613503648,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/81/3079581_image2_1.JPG,3079601
더힐링타임,제주특별자치도 제주시 서해안로 652 (용담삼동),,제주특별자치도 제주시 서해안로 652 (용담삼동),,,126.506458568504,33.515923124308,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/32/3038432_image2_1.jpg,3038449
더힐링펜션,강원특별자치도 평창군 봉평면 흥정계곡길 408,,강원특별자치도 평창군 봉평면 흥정계곡길 408,32,15,128.3312071385,37.6437230668,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/53/2801553_image2_1.jpg,2801576
"도자기와 쌀, 온천을 모두 만나는 건강힐링여행",,,,,,127.4351061199,37.3271315961,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1869579
동화힐링캠프,경기도 파주시 파평면 파평산로363번길 32-9,,경기도 파주시 파평면 파평산로363번길 32-9,,,126.84108401253,37.8922217509343,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,3033376
레인보우힐링센터,충청북도 영동군 영동읍 영동힐링로 95,레인보우힐링센터,충청북도 영동군 영동읍 영동힐링로 95 레인보우힐링센터,,,127.7855389063,36.1569345584,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/31/4097131_image2_1.jpg,3346305
마검포힐링캠핑촌,충청남도 태안군 남면 마검포길 313-30,,충청남도 태안군 남면 마검포길 313-30,34,14,126.2908373002,36.6095279604,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/18/2728118_image2_1.jpg,2727360
마이산힐링하우스 앤 카페,전북특별자치도 진안군 진안읍 마이산로 228-10,,전북특별자치도 진안군 진안읍 마이산로 228-10,,,127.411937296492,35.7682144765567,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/94/4058194_image2_1.jpg,4058200
모둘자리 힐링체험마을,강원특별자치도 홍천군 서석면 검산길 147-19,(서석면),강원특별자치도 홍천군 서석면 검산길 147-19 (서석면),32,16,128.2305364120,37.7119160343,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/31/2598431_image2_1.bmp,128029
몽산포힐링캠핑장,충청남도 태안군 남면 몽산포길 63-13,,충청남도 태안군 남면 몽산포길 63-13,,,126.2902679674,36.6708337079,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/70/3083670_image2_1.JPG,3083676
무릉계곡힐링캠핑장,강원특별자치도 동해시 삼화로 467,,강원특별자치도 동해시 삼화로 467,,,129.0265539932,37.4643952559,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/05/3048405_image2_1.jpg,1971306
무성한 나무숲 길의 힐링 산책,,,,,,127.1689420015,37.7505779323,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1921503
문경새재 반려동물 힐링센터,경상북도 문경시 문경읍 문경대로 2430,,경상북도 문경시 문경읍 문경대로 2430,,,128.08199966598428,36.742190681820695,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/43/3517143_image2_1.jpg,2720027
문수힐링피크닉장,울산광역시 남구 옥동,852,울산광역시 남구 옥동 852,,,129.26976,35.533174,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,3076278
물동네힐링캠프,경기도 남양주시 수동면 비룡로 945,,경기도 남양주시 수동면 비룡로 945,31,9,127.3165247877,37.7175150364,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/80/2728980_image2_1.JPG,2728910
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51,,제주특별자치도 제주시 애월읍 예원로 51,39,4,126.3965683162,33.4642655959,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/45/3553545_image2_1.jpg,2705296
미술관과 아쿠아리움으로 떠나는 힐링 여행,,,,,,126.9988786042,37.5380424328,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1915410
미술작품과 자연 속에서 즐기는 힐링 여행,,,,,,127.9836064656,38.2269460827,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1853825
민들레동산힐링센터,전북특별자치도 완주군 화산면 하용마안길 35-130,,전북특별자치도 완주군 화산면 하용마안길 35-130,37,8,127.2422203373,36.0147264431,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/35/2747435_image2_1.jpg,2747055
바닷길 걸으면 절로 힐링이 돼요,,,,,,126.4860008022,35.6623765869,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2381382
백운힐링캠핑장,경기도 포천시 이동면 포화로 320-1,,경기도 포천시 이동면 포화로 320-1,31,29,127.4177383785,38.0764195265,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/46/2747946_image2_1.jpg,2747481
뱀사골힐링야영장,전북특별자치도 남원시 산내면 와운길 29,,전북특별자치도 남원시 산내면 와운길 29,37,4,127.5797906807,35.3700416117,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/20/2753020_image2_1.jpg,2753207
보경사힐링캠핑장,경상북도 포항시 북구 송라면 보경로 307,,경상북도 포항시 북구 송라면 보경로 307,,,129.3328977882,36.2377926978,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/22/2753722_image2_1.jpg,2752776
보성으로 떠나는 힐링여행 [웰촌],,,,,,127.1691226455,34.7626506270,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2500003
부산항힐링야영장,부산광역시 중구 이순신대로 72 (중앙동4가),,부산광역시 중구 이순신대로 72 (중앙동4가),6,5,129.0440916874,35.1057837263,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/57/2726957_image2_1.jpg,2726803
비대면 힐링 거제 여행코스,경상남도 거제시 남부면 해금강3길 23,,경상남도 거제시 남부면 해금강3길 23,,,128.6745602995,34.7366163513,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2724128
빌딩 숲 강남 속에서 찾은 힐링,,,,,,127.0494162289,37.5070471245,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1920559
사자평 고원습지 (영남알프스 사자평억새길 힐링트레킹),경상남도 밀양시 산내면 얼음골로 241,,경상남도 밀양시 산내면 얼음골로 241,36,7,128.9869974046,35.5827818909,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/52/3337152_image2_1.jpg,2650371
삼화힐링타운,경기도 가평군 상면 물골길 112,,경기도 가평군 상면 물골길 112,31,1,127.3153686606,37.8365344985,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/41/2740241_image2_1.JPG,2740126
서리실힐링가족캠핑장,충청남도 천안시 동남구 서리실길 147,,충청남도 천안시 동남구 서리실길 147,34,12,127.0872582726,36.6703264449,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/30/2908430_image2_1.jpg,2908437
서종힐링캠핑장,경기도 양평군 서종면 화서로 532-6,,경기도 양평군 서종면 화서로 532-6,31,19,127.4263973599,37.6478695841,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/26/2735926_image2_1.JPG,2734712
성동힐링센터 휴영월캠프,강원특별자치도 영월군 영월읍 동강로 1488-23,,강원특별자치도 영월군 영월읍 동강로 1488-23,,,128.526316359033,37.2691868974713,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/92/2499292_image2_1.jpg,2499305
소석힐링캠핑장,경상남도 양산시 상북면 충렬로 721,,경상남도 양산시 상북면 충렬로 721,36,10,129.0516494841,35.4045281439,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/50/2743550_image2_1.jpg,2743248
"숲에서 힐링, 온천에서 힐링",,,,,,127.3415350828,36.2154863042,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1888965
신어산자연숲캠핑장(장척힐링마을),경상남도 김해시 상동면 장척로462번길 140,,경상남도 김해시 상동면 장척로462번길 140,36,4,128.9245085308,35.2771123221,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/08/2729008_image2_1.jpg,2728920
아기자기한 성당과 정원을 찾아 힐링 여행,,,,,,126.9137524569,36.8822872300,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1937595
아름다운 호수 풍광이 마음을 치유하는 힐링 여행,,,,,,127.8147843216,37.9451661989,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1871355
안전과 힐링이 함께하는 제천여행코스,충청북도 제천시 제천북로 143 (왕암동),,충청북도 제천시 제천북로 143 (왕암동),,,128.16146950057535,37.143888638622535,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,3516944
애플트리 힐링팜,전북특별자치도 임실군 강진면 옥정호로 937-12,,전북특별자치도 임실군 강진면 옥정호로 937-12,37,10,127.0990394767,35.5571870926,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/95/3353495_image2_1.png,2996825
어은돌힐링야영장,충청남도 태안군 소원면 연들길 84,,충청남도 태안군 소원면 연들길 84,,,126.1321010319,36.7524728320,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/37/3065137_image2_1.jpg,3065148
에덴힐스 힐링파크,충청남도 홍성군 서부면 와룡로126번길 76-64,,충청남도 홍성군 서부면 와룡로126번길 76-64,,,126.5293674594164,36.57253923555426,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/84/3498784_image2_1.jpg,2599681
에코힐링 황톳길,충청남도 천안시 서북구 공원로 159,(불당동),충청남도 천안시 서북구 공원로 159 (불당동),34,12,127.0979066096,36.7978341862,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/23/3067423_image2_1.jpg,2606914
엠와이힐링캠핑장,경상남도 밀양시 활성로 296,,경상남도 밀양시 활성로 296,,,128.8040109905,35.4896633451,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/72/2909472_image2_1.jpg,2909482
여수밤바다 힐링파크 호스텔,전라남도 여수시 돌산읍 진모1길 29-38,,전라남도 여수시 돌산읍 진모1길 29-38,38,13,127.7571144031,34.7065220790,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2697941
"연천, ‘철새와 겨울나기’ 힐링 여행",,,,,,126.9598883660,38.0062983893,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2569700
영동 레인보우 힐링 관광지,충청북도 영동군 영동읍 영동힐링로 117,,충청북도 영동군 영동읍 영동힐링로 117,,,127.786513691029,36.1563534107271,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/90/3061790_image2_1.jpg,3061805
예밀와인 힐링센터,강원특별자치도 영월군 김삿갓면 예밀촌길 229-3,,강원특별자치도 영월군 김삿갓면 예밀촌길 229-3,32,8,128.5905432481,37.1416164777,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/90/2797090_image2_1.jpg,2782864
오대산힐링빌리지,강원특별자치도 평창군 진부면 능골길 52-77,,강원특별자치도 평창군 진부면 능골길 52-77,32,15,128.5175413370,37.6100860694,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/91/2996091_image2_1.jpg,2725128
옥동 힐링가든,경상남도 거제시 둔덕면 청마로 665-13,,경상남도 거제시 둔덕면 청마로 665-13,,,128.546215897378,34.8704455220084,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2667204
외연도 상록수림에서 즐기는 힐링 여행,,,,,,126.5085259354,36.3268138959,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1889520
우리술과힐링(주식회사우리술과힐링),전라남도 영암군 영암읍 중앙로 51-19,,전라남도 영암군 영암읍 중앙로 51-19,38,17,126.6981800093,34.8007379886,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2932828
울산시 힐링캠프,울산광역시 울주군 상북면 소야정길 10,,울산광역시 울주군 상북면 소야정길 10,7,5,129.0536406325,35.6164487857,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/33/2741233_image2_1.JPG,2740994
월악힐링캠핑장,충청북도 제천시 덕산면 월악산로 767,,충청북도 제천시 덕산면 월악산로 767,,,128.1547671767,36.8687437521,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/39/4082139_image2_1.jpg,2743756
월출산의 기를 받으며 힐링해 볼까?,,,,,,126.6196556913,34.5036608354,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1885572
유명산힐링캠프,경기도 가평군 설악면 어비산길 201-62,,경기도 가평군 설악면 어비산길 201-62,31,1,127.5132022324,37.5909500067,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/81/2740181_image2_1.JPG,2750743
은사시힐링오토캠핑장,경기도 파주시 적성면 자장로 115,,경기도 파주시 적성면 자장로 115,31,27,126.8446165865,37.9565563999,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/04/2732304_image2_1.JPG,2730835
인문힐링센터 여명,경상북도 영덕군 창수면 장육사1길 203,,경상북도 영덕군 창수면 장육사1길 203,,,129.299119632139,36.5972714719633,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/23/4005323_image2_1.jpg,2660968
일상에서 벗어나 자연과 함께하는 충주 힐링 여행,,,,,,127.8816591701,37.0738066564,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2011616
임진강힐링카라반,경기도 연천군 장남면 원당리,,경기도 연천군 장남면 원당리,31,21,126.8904141202,37.9928557629,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/60/2738860_image2_1.JPG,2738801
자연과힐링,강원특별자치도 횡성군 청일면 봉덕로299번길 65,,강원특별자치도 횡성군 청일면 봉덕로299번길 65,,,128.1834987255,37.5756110784,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/08/4075708_image2_1.jpg,2909555
자연이고 예술이고 가는 곳마다 힐링 버스!,,,,,,128.1283689218,37.2569919001,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2361048
잘 쉬는 데도 기술이 필요하다. 고수의 힐링 코스!,강원특별자치도 고성군 심층수길 85 송지호관리사무실,,강원특별자치도 고성군 심층수길 85 송지호관리사무실,32,2,128.5265599668,38.3315552444,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/38/1581438_image2_1.jpg,2987544
전곡낚시터(전곡낚시힐링캠프),경기도 연천군 군남면 오리골길 124,,경기도 연천군 군남면 오리골길 124,31,21,127.0340580016,38.0370920852,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2735334
제주레저힐링축제,제주특별자치도 제주시 조천읍 조함해안로 525,,제주특별자치도 제주시 조천읍 조함해안로 525,,,126.6690718700,33.5427098882,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),064-728-2757,https://tong.visitkorea.or.kr/cms/resource/01/3576401_image2_1.jpg,1019773
제주힐링명상테마파크,제주특별자치도 제주시 애월읍 어음13길 196,,제주특별자치도 제주시 애월읍 어음13길 196,,,126.3610557300,33.3955670091,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,https://tong.visitkorea.or.kr/cms/resource/58/4073358_image2_1.jpg,1206420
주식회사어반힐링,부산광역시 사하구 낙동대로 534 (하단동),,부산광역시 사하구 낙동대로 534 (하단동),6,10,128.9651983858,35.1118315978,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,3511018
주왕산과 달기약수탕으로 즐기는 청송 힐링여행,,,,,,129.0268628389,36.4363105387,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1875592
지리산오도재힐링캠핑장,경상남도 함양군 휴천면 지리산가는길 811-1,,경상남도 함양군 휴천면 지리산가는길 811-1,36,20,127.6965503519,35.4560117246,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/07/2738107_image2_1.jpg,2737953
천년학 힐링타운,강원특별자치도 삼척시 원덕읍 사곡길 43-127,,강원특별자치도 삼척시 원덕읍 사곡길 43-127,32,4,129.2968301742,37.1414856522,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2774730
"철원, 심신의 평화, 온천 힐링 여행",,,,,,127.2897062454,38.1860185455,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2569747
청도반시의 고장에서 즐기는 힐링체험,,,,,,128.7205292361,35.7134963741,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,1875579
청정테마힐링센터,전북특별자치도 완주군 구이면 장미로 31,,전북특별자치도 완주군 구이면 장미로 31,37,8,127.1000777228,35.6859419409,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/70/1974470_image2_1.jpg,131732
칼바람 잊게 하는 힐링 천국,,,,,,,,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,,2037448
클럽보드힐링리조트,경기도 가평군 가평읍 북한강변로 214,,경기도 가평군 가평읍 북한강변로 214,31,1,127.5309431999,37.7503179359,힐링/명상,[힐링/명상] 한국관광공사 등록 웰니스/힐링 관광지 (힐링),,http://tong.visitkorea.or.kr/cms/resource/58/2771558_image2_1.png,2770651
